group_id,content_name,provider_id,topic_name
ADL,jString2,quizjet,Strings
ADL,jString3,quizjet,Strings
ADL,jString4,quizjet,Strings
ADL,jString5,quizjet,Strings
ADL,jString6,quizjet,Strings
ADL,jString_to_Double,quizjet,Strings
ADL,jString_to_Int,quizjet,Strings
ADL,jStringEqual,quizjet,Strings
ADL,jStringReplace,quizjet,Strings
ADL,CreateString_v2,webex,Strings
ADL,substring_v2,webex,Strings
ADL,string_length_v2,webex,Strings
ADL,StringExample_v2,webex,Strings
ADL,StringsCharAt,webex,Strings
ADL,StringsParse,webex,Strings
ADL,StringsEqualsIgnoreCase,webex,Strings
ADL,StringsReplace,webex,Strings
ADL,stringEquals,webex,Strings
ADL,ae_StringExample_v2,animatedexamples,Strings
ADL,ae_concat_demo,animatedexamples,Strings
ADL,ae_tostring_demo,animatedexamples,Strings
ADL,jBoolean_Var,quizjet,Boolean_Expressions
ADL,jBoolean_Method,quizjet,Boolean_Expressions
ADL,jBoolean_Operators,quizjet,Boolean_Expressions
ADL,jBoolean_Operators3,quizjet,Boolean_Expressions
ADL,jbooleanOperationsOR,quizjet,Boolean_Expressions
ADL,jbooleanOperationsNotEqual,quizjet,Boolean_Expressions
ADL,jbooleanOperationsNot,quizjet,Boolean_Expressions
ADL,jbooleanOperationsLessEqual,quizjet,Boolean_Expressions
ADL,jbooleanOperationsGreaterEqual,quizjet,Boolean_Expressions
ADL,jIfelse1,quizjet,Boolean_Expressions
ADL,jtestNull,quizjet,Boolean_Expressions
ADL,jCompareString,quizjet,Boolean_Expressions
ADL,boolean_declaration_v2,webex,Boolean_Expressions
ADL,boolean_expression_v2,webex,Boolean_Expressions
ADL,boolean_operators_v2,webex,Boolean_Expressions
ADL,comparison_operators_v2,webex,Boolean_Expressions
ADL,conditional_operators_v2,webex,Boolean_Expressions
ADL,relational_operators_v2,webex,Boolean_Expressions
ADL,ObjectEquality,webex,Boolean_Expressions
ADL,testNull,webex,Boolean_Expressions
ADL,JavaTutorial_4_2_9,webex,Boolean_Expressions
ADL,JavaTutorial_4_2_8,webex,Boolean_Expressions
ADL,JavaTutorial_4_2_5,webex,Boolean_Expressions
ADL,logical_operators_v2,webex,Boolean_Expressions
ADL,JavaTutorial_4_2_2,webex,Boolean_Expressions
ADL,stringEquals,webex,Boolean_Expressions
ADL,ae_comparison_operators_v2,animatedexamples,Boolean_Expressions
ADL,ae_relational_operators_v2,animatedexamples,Boolean_Expressions
ADL,ae_conditional_demo1,animatedexamples,Boolean_Expressions
ADL,jIfelse5,quizjet,Decisions
ADL,jEarthquake,quizjet,Decisions
ADL,ifelse2_v2,webex,Decisions
ADL,JavaTutorial_4_2_6,webex,Decisions
ADL,JavaTutorial_4_2_7,webex,Decisions
ADL,decisions1_v2,webex,Decisions
ADL,ae_decisions1_v2,animatedexamples,Decisions
ADL,ae_JavaTutorial_4_2_7,animatedexamples,Decisions
ADL,jSwitch1,quizjet,Switch
ADL,jSwitch2,quizjet,Switch
ADL,jSwitch3,quizjet,Switch
ADL,JavaTutorial_4_3_2,webex,Switch
ADL,JavaTutorial_4_3_4,webex,Switch
ADL,JavaTutorial_4_3_5,webex,Switch
ADL,switch_v2,webex,Switch
ADL,ae_switch_demo1,animatedexamples,Switch
ADL,ae_switch_demo2,animatedexamples,Switch
ADL,jWhile1,quizjet,Loops_while
ADL,jWhile2,quizjet,Loops_while
ADL,jWhile3,quizjet,Loops_while
ADL,jWhile4,quizjet,Loops_while
ADL,while_v2,webex,Loops_while
ADL,JavaTutorial_4_4_2,webex,Loops_while
ADL,ae_while_v2,animatedexamples,Loops_while
ADL,ae_while_demo,animatedexamples,Loops_while
ADL,jDowhile1,quizjet,Loops_do_while
ADL,jDowhile2,quizjet,Loops_do_while
ADL,jDowhile3,quizjet,Loops_do_while
ADL,jDowhile6,quizjet,Loops_do_while
ADL,jDowhile8,quizjet,Loops_do_while
ADL,do_while_v2,webex,Loops_do_while
ADL,ae_do_while_v2,animatedexamples,Loops_do_while
ADL,ae_do_while_demo,animatedexamples,Loops_do_while
ADL,jFor1,quizjet,Loops_for
ADL,jFor2,quizjet,Loops_for
ADL,jFor3,quizjet,Loops_for
ADL,for1_v2,webex,Loops_for
ADL,JavaTutorial_4_6_5,webex,Loops_for
ADL,JavaTutorial_4_6_7,webex,Loops_for
ADL,JavaTutorial_4_6_6,webex,Loops_for
ADL,JavaTutorial_4_6_8,webex,Loops_for
ADL,JavaTutorial_4_6_9,webex,Loops_for
ADL,ae_JavaTutorial_4_6_6,animatedexamples,Loops_for
ADL,ae_for_demo,animatedexamples,Loops_for
ADL,jNested1,quizjet,Nested_Loops
ADL,jNested2,quizjet,Nested_Loops
ADL,nested_loops_v2,webex,Nested_Loops
ADL,nested_loops2_v2,webex,Nested_Loops
ADL,JavaTutorial_4_6_14,webex,Nested_Loops
ADL,JavaTutorial_4_6_12,webex,Nested_Loops
ADL,ae_nested_loops_v2,animatedexamples,Nested_Loops
ADL,ae_nested_for_demo,animatedexamples,Nested_Loops
ADL,jObjects1,quizjet,Objects
ADL,jObjects2,quizjet,Objects
ADL,jObjects3,quizjet,Objects
ADL,MethodDemo,webex,Objects
ADL,ConstructorDemo,webex,Objects
ADL,AccessorMutatorDemo,webex,Objects
ADL,CopyDemo,webex,Objects
ADL,ae_BJ4_ch02_s05_MethodDemo,animatedexamples,Objects
ADL,ae_BJ4_ch02_s06_ConstructorDemo,animatedexamples,Objects
ADL,ae_BJ4_ch02_s07_AccessorMutatorDemo,animatedexamples,Objects
ADL,ae_BJ4_ch02_s09_MoveTester,animatedexamples,Objects
ADL,ae_BJ4_ch02_s10_CopyDemo,animatedexamples,Objects
ADL,jClass1,quizjet,Classes
ADL,jBankAccount,quizjet,Classes
ADL,jBa_ques,quizjet,Classes
ADL,jClasses4,quizjet,Classes
ADL,jClasses_Getter,quizjet,Classes
ADL,jClassBankAccountThis,quizjet,Classes
ADL,jClassCashRegister,quizjet,Classes
ADL,Bicycle_v2,webex,Classes
ADL,Rectangle_v2,webex,Classes
ADL,CounterDemo,webex,Classes
ADL,BankAccountTester,webex,Classes
ADL,CashRegisterConstantField,webex,Classes
ADL,thisReference,webex,Classes
ADL,ae_BJ4_ch03_s01_CounterDemo,animatedexamples,Classes
ADL,ae_BJ4_ch03_s06_BankAccountTester,animatedexamples,Classes
ADL,ae_BJ4_ch03_s06_CashRegisterTester,animatedexamples,Classes
ADL,jArray1,quizjet,Arrays
ADL,jArray2,quizjet,Arrays
ADL,jArray3,quizjet,Arrays
ADL,jArray4,quizjet,Arrays
ADL,jArray5,quizjet,Arrays
ADL,jEnhancedForLoop,quizjet,Arrays
ADL,array_declaration_v2,webex,Arrays
ADL,using_array_v2,webex,Arrays
ADL,use_array_v2,webex,Arrays
ADL,JavaTutorial_4_7_5,webex,Arrays
ADL,JavaTutorial_4_7_2,webex,Arrays
ADL,JavaTutorial_4_7_6,webex,Arrays
ADL,JavaTutorial_4_7_8,webex,Arrays
ADL,EnhancedForLoopDemo,webex,Arrays
ADL,ae_use_array_v2,animatedexamples,Arrays
ADL,ae_array_demo,animatedexamples,Arrays
ADL,j2D_Arrays1,quizjet,Two-dimensional_Arrays
ADL,j2D_Arrays2,quizjet,Two-dimensional_Arrays
ADL,j2D_arrays3,quizjet,Two-dimensional_Arrays
ADL,j2D_arrays4,quizjet,Two-dimensional_Arrays
ADL,create_2d_array_v2,webex,Two-dimensional_Arrays
ADL,use_2darray_v2,webex,Two-dimensional_Arrays
ADL,JavaTutorial_4_7_7,webex,Two-dimensional_Arrays
ADL,TicTacToe,webex,Two-dimensional_Arrays
ADL,ae_use_2darray_v2,animatedexamples,Two-dimensional_Arrays
ADL,ae_multidimarray_demo,animatedexamples,Two-dimensional_Arrays
ADL,jArrayList1,quizjet,ArrayList
ADL,jArrayList2,quizjet,ArrayList
ADL,jArrayList3,quizjet,ArrayList
ADL,jArrayList4,quizjet,ArrayList
ADL,jArrayList5,quizjet,ArrayList
ADL,arraylist1_v2,webex,ArrayList
ADL,arraylist2_v2,webex,ArrayList
ADL,JavaTutorial_4_7_4,webex,ArrayList
ADL,ArrayListTester,webex,ArrayList
ADL,GradeBook,webex,ArrayList
ADL,Bank,webex,ArrayList
ADL,ae_arraylist2_v2,animatedexamples,ArrayList
ADL,ae_EnhancedForLoopDemo,animatedexamples,ArrayList
ADL,ae_JavaTutorial_4_7_5,animatedexamples,ArrayList
ADL,ae_JavaTutorial_4_7_8,animatedexamples,ArrayList
ADL,ae_JavaTutorial_4_7_4,animatedexamples,ArrayList
ADL,jInheritance1,quizjet,Inheritance
ADL,jInheritance2,quizjet,Inheritance
ADL,jInheritance3,quizjet,Inheritance
ADL,jInheritance4,quizjet,Inheritance
ADL,jInheritance5,quizjet,Inheritance
ADL,jInheritance6,quizjet,Inheritance
ADL,override_v2,webex,Inheritance
ADL,simple_inheritance_1,webex,Inheritance
ADL,poly_v2,webex,Inheritance
ADL,inheritance_polymorphism_1,webex,Inheritance
ADL,inheritance_casting_1,webex,Inheritance
ADL,inheritance_polymorphism_2,webex,Inheritance
ADL,inheritance_constructors_1,webex,Inheritance
ADL,OverridingObjectMethods,webex,Inheritance
ADL,ae_simple_inheritance_1,animatedexamples,Inheritance
ADL,ae_inheritance_polymorphism_1,animatedexamples,Inheritance
ADL,ae_inheritance_polymorphism_2,animatedexamples,Inheritance
ADL,jInterfaces1,quizjet,Interfaces
ADL,jInterfaces2,quizjet,Interfaces
ADL,jInterfaces3,quizjet,Interfaces
ADL,jInterfaces4,quizjet,Interfaces
ADL,jInterfaces5,quizjet,Interfaces
ADL,jeg_interface1_v2,webex,Interfaces
ADL,imple_multi_v2,webex,Interfaces
ADL,Measure,webex,Interfaces
ADL,InterfacePolymorphism,webex,Interfaces
ADL,interfaceClassConversion,webex,Interfaces
ADL,ae_jeg_interface1_v2,animatedexamples,Interfaces
ADL,ae_Measure,animatedexamples,Interfaces
admins,jVariables1,quizjet,Variables
admins,jVariables2,quizjet,Variables
admins,jVariables3,quizjet,Variables
admins,jVariables4,quizjet,Variables
admins,jVariables5,quizjet,Variables
admins,variables1_v2,webex,Variables
admins,variables2_v2,webex,Variables
admins,HelloWorld2_v2,webex,Variables
admins,JavaTutorial_4_1_3,webex,Variables
admins,JavaTutorial_4_1_5,webex,Variables
admins,jInteger1,quizjet,Primitive_Data_Types
admins,jDouble1,quizjet,Primitive_Data_Types
admins,jInt_Long,quizjet,Primitive_Data_Types
admins,jPrimitive_Float,quizjet,Primitive_Data_Types
admins,jString_to_Int,quizjet,Primitive_Data_Types
admins,jString_to_Double,quizjet,Primitive_Data_Types
admins,PrimitiveDataTypes_v2,webex,Primitive_Data_Types
admins,TypeCasting_v2,webex,Primitive_Data_Types
admins,jConstants1,quizjet,Constants
admins,jConstants2,quizjet,Constants
admins,jConstants3,quizjet,Constants
admins,jConstants4,quizjet,Constants
admins,jConstants5,quizjet,Constants
admins,Constants_v2,webex,Constants
admins,constant_v2,webex,Constants
admins,jVariable1,quizjet,Arithmetic_Operations
admins,jMathFuc1,quizjet,Arithmetic_Operations
admins,jMathFuc2,quizjet,Arithmetic_Operations
admins,jOperator1,quizjet,Arithmetic_Operations
admins,jIncrement,quizjet,Arithmetic_Operations
admins,arithmetic_v2,webex,Arithmetic_Operations
admins,increment_v2,webex,Arithmetic_Operations
admins,MathFunction_v2,webex,Arithmetic_Operations
admins,OperatorExample_v2,webex,Arithmetic_Operations
admins,jString1,quizjet,Strings
admins,jString2,quizjet,Strings
admins,jString3,quizjet,Strings
admins,jString4,quizjet,Strings
admins,jString5,quizjet,Strings
admins,jString6,quizjet,Strings
admins,CreateString_v2,webex,Strings
admins,substring_v2,webex,Strings
admins,string_length_v2,webex,Strings
admins,StringExample_v2,webex,Strings
admins,jBoolean_Var,quizjet,Boolean_Expressions
admins,jBoolean_Method,quizjet,Boolean_Expressions
admins,jBoolean_Operators,quizjet,Boolean_Expressions
admins,jBoolean_Operators2,quizjet,Boolean_Expressions
admins,jBoolean_Operators3,quizjet,Boolean_Expressions
admins,boolean_declaration_v2,webex,Boolean_Expressions
admins,boolean_expression_v2,webex,Boolean_Expressions
admins,boolean_operators_v2,webex,Boolean_Expressions
admins,comparison_operators_v2,webex,Boolean_Expressions
admins,conditional_operators_v2,webex,Boolean_Expressions
admins,relational_operators_v2,webex,Boolean_Expressions
admins,jIfelse1,quizjet,Decisions
admins,jIfelse2,quizjet,Decisions
admins,jIfelse3,quizjet,Decisions
admins,jIfelse4,quizjet,Decisions
admins,jIfelse5,quizjet,Decisions
admins,Decision_If_v2,webex,Decisions
admins,ifelse2_v2,webex,Decisions
admins,string_comparison_v2,webex,Decisions
admins,logical_operators_v2,webex,Decisions
admins,JavaTutorial_4_2_2,webex,Decisions
admins,JavaTutorial_4_2_5,webex,Decisions
admins,JavaTutorial_4_2_6,webex,Decisions
admins,JavaTutorial_4_2_7,webex,Decisions
admins,JavaTutorial_4_2_8,webex,Decisions
admins,JavaTutorial_4_2_9,webex,Decisions
admins,decisions1_v2,webex,Decisions
admins,jSwitch1,quizjet,Switch
admins,jSwitch2,quizjet,Switch
admins,jSwitch3,quizjet,Switch
admins,JavaTutorial_4_3_2,webex,Switch
admins,JavaTutorial_4_3_4,webex,Switch
admins,JavaTutorial_4_3_5,webex,Switch
admins,JavaTutorial_4_3_6,webex,Switch
admins,switch_v2,webex,Switch
admins,jFor1,quizjet,Loops_for
admins,jFor2,quizjet,Loops_for
admins,jFor3,quizjet,Loops_for
admins,jFor4,quizjet,Loops_for
admins,jFor5,quizjet,Loops_for
admins,for1_v2,webex,Loops_for
admins,JavaTutorial_4_6_12,webex,Loops_for
admins,JavaTutorial_4_6_14,webex,Loops_for
admins,JavaTutorial_4_6_5,webex,Loops_for
admins,JavaTutorial_4_6_7,webex,Loops_for
admins,JavaTutorial_4_6_6,webex,Loops_for
admins,JavaTutorial_4_6_8,webex,Loops_for
admins,JavaTutorial_4_6_9,webex,Loops_for
admins,jWhile1,quizjet,Loops_while
admins,jWhile2,quizjet,Loops_while
admins,jWhile3,quizjet,Loops_while
admins,jWhile4,quizjet,Loops_while
admins,jWhile5,quizjet,Loops_while
admins,while_v2,webex,Loops_while
admins,JavaTutorial_4_4_2,webex,Loops_while
admins,JavaTutorial_4_4_3,webex,Loops_while
admins,jDowhile1,quizjet,Loops_do_while
admins,jDowhile2,quizjet,Loops_do_while
admins,jDowhile3,quizjet,Loops_do_while
admins,jDowhile4,quizjet,Loops_do_while
admins,jDowhile6,quizjet,Loops_do_while
admins,jDowhile8,quizjet,Loops_do_while
admins,do_while_v2,webex,Loops_do_while
admins,jNested1,quizjet,Nested_Loops
admins,jNested2,quizjet,Nested_Loops
admins,jNested3,quizjet,Nested_Loops
admins,nested_loops_v2,webex,Nested_Loops
admins,nested_loops2_v2,webex,Nested_Loops
admins,JavaTutorial_4_6_14,webex,Nested_Loops
admins,JavaTutorial_4_6_12,webex,Nested_Loops
admins,jObjects1,quizjet,Objects
admins,jObjects2,quizjet,Objects
admins,jObjects3,quizjet,Objects
admins,jObjects4,quizjet,Objects
admins,jObjects5,quizjet,Objects
admins,CreateObjectDemo_v2,webex,Objects
admins,Rectangle_v2,webex,Objects
admins,Point_v2,webex,Objects
admins,Bicycle_v2,webex,Objects
admins,jClass1,quizjet,Classes
admins,jBankAccount,quizjet,Classes
admins,jBa_ques,quizjet,Classes
admins,jClasses4,quizjet,Classes
admins,jClasses_Getter,quizjet,Classes
admins,Bicycle_v2,webex,Classes
admins,jArray1,quizjet,Arrays
admins,jArray2,quizjet,Arrays
admins,jArray3,quizjet,Arrays
admins,jArray4,quizjet,Arrays
admins,jArray5,quizjet,Arrays
admins,array_declaration_v2,webex,Arrays
admins,using_array_v2,webex,Arrays
admins,use_array_v2,webex,Arrays
admins,JavaTutorial_4_7_5,webex,Arrays
admins,JavaTutorial_4_7_2,webex,Arrays
admins,JavaTutorial_4_7_6,webex,Arrays
admins,JavaTutorial_4_7_8,webex,Arrays
admins,JavaTutorial_4_7_7,webex,Arrays
admins,j2D_Arrays1,quizjet,Two-dimensional_Arrays
admins,j2D_Arrays2,quizjet,Two-dimensional_Arrays
admins,j2D_arrays3,quizjet,Two-dimensional_Arrays
admins,j2D_arrays4,quizjet,Two-dimensional_Arrays
admins,create_2d_array_v2,webex,Two-dimensional_Arrays
admins,use_2darray_v2,webex,Two-dimensional_Arrays
admins,jArrayList1,quizjet,ArrayList
admins,jArrayList2,quizjet,ArrayList
admins,jArrayList3,quizjet,ArrayList
admins,jArrayList4,quizjet,ArrayList
admins,jArrayList5,quizjet,ArrayList
admins,arraylist1_v2,webex,ArrayList
admins,arraylist2_v2,webex,ArrayList
admins,JavaTutorial_4_7_4,webex,ArrayList
admins,jInheritance1,quizjet,Inheritance
admins,jInheritance2,quizjet,Inheritance
admins,jInheritance3,quizjet,Inheritance
admins,jInheritance4,quizjet,Inheritance
admins,jInheritance5,quizjet,Inheritance
admins,jInheritance6,quizjet,Inheritance
admins,inheritance1_v2,webex,Inheritance
admins,override_v2,webex,Inheritance
admins,jInterfaces1,quizjet,Interfaces
admins,jInterfaces2,quizjet,Interfaces
admins,jInterfaces3,quizjet,Interfaces
admins,jInterfaces4,quizjet,Interfaces
admins,jInterfaces5,quizjet,Interfaces
admins,jeg_interface1_v2,webex,Interfaces
admins,imple_multi_v2,webex,Interfaces
ALTO151,ps_hello,parsons,variables
ALTO151,ps_python_addition,parsons,variables
ALTO151,ae_adl_hello,animatedexamples,variables
ALTO151,ae_adl_variables,animatedexamples,variables
ALTO151,ae_adl_simple_arithmetics,animatedexamples,variables
ALTO151,ae_adl_arithmetics2,animatedexamples,variables
ALTO151,ae_adl_swap,animatedexamples,variables
ALTO151,Variables4,quizpet,variables
ALTO151,ps_python_conditionals_temperature,parsons,if_statements
ALTO151,ae_adl_ifelse,animatedexamples,if_statements
ALTO151,ae_adl_ifelifelse,animatedexamples,if_statements
ALTO151,ae_adl_nested_if,animatedexamples,if_statements
ALTO151,ps_python_bigger_than,parsons,logical_operators
ALTO151,ae_adl_comparison,animatedexamples,logical_operators
ALTO151,ae_adl_logic,animatedexamples,logical_operators
ALTO151,ae_adl_hiscore1,animatedexamples,logical_operators
ALTO151,ae_adl_hiscore2,animatedexamples,logical_operators
ALTO151,ps_python_iteration_addition,parsons,loops
ALTO151,ps_python_iteration_multiplication,parsons,loops
ALTO151,ae_adl_while,animatedexamples,loops
ALTO151,ae_adl_for,animatedexamples,loops
ALTO151,ps_simple_function,parsons,Functions
ALTO151,ps_simple_params,parsons,Functions
ALTO151,ps_return_bigger_or_none,parsons,Functions
ALTO151,ps_python_calculate_function,parsons,Functions
ALTO151,ps_python_nested_calls,parsons,Functions
ALTO151,ps_python_recursive_factorial,parsons,Functions
ALTO151,ps_python_modulo_is_even,parsons,Functions
ALTO151,ae_adl_functions1,animatedexamples,Functions
ALTO151,ae_adl_functions2,animatedexamples,Functions
ALTO151,ae_adl_functions3,animatedexamples,Functions
ALTO151,ae_adl_recursion,animatedexamples,Functions
ALTO151,ps_python_list_iteration_zoo,parsons,Lists
ALTO151,ps_python_nested_lists_indexing,parsons,Lists
ALTO151,ae_adl_lists1,animatedexamples,Lists
ALTO151,ae_adl_lists2,animatedexamples,Lists
ALTO151,ae_adl_lists3,animatedexamples,Lists
ALTO151,ae_adl_findmax,animatedexamples,Lists
ALTO151,ps_python_string_indexing,parsons,strings
ALTO151,ae_adl_strings,animatedexamples,strings
ALTO151,ps_python_dict_keys,parsons,dictionary
ALTO151,ps_python_dict_values,parsons,dictionary
ALTO151,ps_python_list_to_dict,parsons,dictionary
ALTO151,ps_python_dict_filter,parsons,dictionary
ALTO151,ae_adl_dict1,animatedexamples,dictionary
ALTO151,ps_python_class_person,parsons,classes_objects
ALTO151,ae_adl_objects1,animatedexamples,classes_objects
ALTO151,ae_adl_objects2,animatedexamples,classes_objects
ALTO152,ps_hello,parsons,variables
ALTO152,ps_python_addition,parsons,variables
ALTO152,ae_adl_hello,animatedexamples,variables
ALTO152,ae_adl_variables,animatedexamples,variables
ALTO152,ae_adl_simple_arithmetics,animatedexamples,variables
ALTO152,ae_adl_arithmetics2,animatedexamples,variables
ALTO152,ae_adl_swap,animatedexamples,variables
ALTO152,Variables4,quizpet,variables
ALTO152,ps_python_conditionals_temperature,parsons,if_statements
ALTO152,ae_adl_ifelse,animatedexamples,if_statements
ALTO152,ae_adl_ifelifelse,animatedexamples,if_statements
ALTO152,ae_adl_nested_if,animatedexamples,if_statements
ALTO152,ps_python_bigger_than,parsons,logical_operators
ALTO152,ae_adl_comparison,animatedexamples,logical_operators
ALTO152,ae_adl_logic,animatedexamples,logical_operators
ALTO152,ae_adl_hiscore1,animatedexamples,logical_operators
ALTO152,ae_adl_hiscore2,animatedexamples,logical_operators
ALTO152,ps_python_iteration_addition,parsons,loops
ALTO152,ps_python_iteration_multiplication,parsons,loops
ALTO152,ae_adl_while,animatedexamples,loops
ALTO152,ae_adl_for,animatedexamples,loops
ALTO152,ps_simple_function,parsons,Functions
ALTO152,ps_simple_params,parsons,Functions
ALTO152,ps_return_bigger_or_none,parsons,Functions
ALTO152,ps_python_calculate_function,parsons,Functions
ALTO152,ps_python_nested_calls,parsons,Functions
ALTO152,ps_python_recursive_factorial,parsons,Functions
ALTO152,ps_python_modulo_is_even,parsons,Functions
ALTO152,ae_adl_functions1,animatedexamples,Functions
ALTO152,ae_adl_functions2,animatedexamples,Functions
ALTO152,ae_adl_functions3,animatedexamples,Functions
ALTO152,ae_adl_recursion,animatedexamples,Functions
ALTO152,ps_python_list_iteration_zoo,parsons,Lists
ALTO152,ps_python_nested_lists_indexing,parsons,Lists
ALTO152,ae_adl_lists1,animatedexamples,Lists
ALTO152,ae_adl_lists2,animatedexamples,Lists
ALTO152,ae_adl_lists3,animatedexamples,Lists
ALTO152,ae_adl_findmax,animatedexamples,Lists
ALTO152,ps_python_string_indexing,parsons,strings
ALTO152,ae_adl_strings,animatedexamples,strings
ALTO152,ps_python_dict_keys,parsons,dictionary
ALTO152,ps_python_dict_values,parsons,dictionary
ALTO152,ps_python_list_to_dict,parsons,dictionary
ALTO152,ps_python_dict_filter,parsons,dictionary
ALTO152,ae_adl_dict1,animatedexamples,dictionary
ALTO152,ps_python_class_person,parsons,classes_objects
ALTO152,ae_adl_objects1,animatedexamples,classes_objects
ALTO152,ae_adl_objects2,animatedexamples,classes_objects
ALTO153,ps_hello,parsons,variables
ALTO153,ps_python_addition,parsons,variables
ALTO153,ae_adl_hello,animatedexamples,variables
ALTO153,ae_adl_variables,animatedexamples,variables
ALTO153,ae_adl_simple_arithmetics,animatedexamples,variables
ALTO153,ae_adl_arithmetics2,animatedexamples,variables
ALTO153,ae_adl_swap,animatedexamples,variables
ALTO153,Variables4,quizpet,variables
ALTO153,ps_python_conditionals_temperature,parsons,if_statements
ALTO153,ae_adl_ifelse,animatedexamples,if_statements
ALTO153,ae_adl_ifelifelse,animatedexamples,if_statements
ALTO153,ae_adl_nested_if,animatedexamples,if_statements
ALTO153,ps_python_bigger_than,parsons,logical_operators
ALTO153,ae_adl_comparison,animatedexamples,logical_operators
ALTO153,ae_adl_logic,animatedexamples,logical_operators
ALTO153,ae_adl_hiscore1,animatedexamples,logical_operators
ALTO153,ae_adl_hiscore2,animatedexamples,logical_operators
ALTO153,ps_python_iteration_addition,parsons,loops
ALTO153,ps_python_iteration_multiplication,parsons,loops
ALTO153,ae_adl_while,animatedexamples,loops
ALTO153,ae_adl_for,animatedexamples,loops
ALTO153,ps_simple_function,parsons,Functions
ALTO153,ps_simple_params,parsons,Functions
ALTO153,ps_return_bigger_or_none,parsons,Functions
ALTO153,ps_python_calculate_function,parsons,Functions
ALTO153,ps_python_nested_calls,parsons,Functions
ALTO153,ps_python_recursive_factorial,parsons,Functions
ALTO153,ps_python_modulo_is_even,parsons,Functions
ALTO153,ae_adl_functions1,animatedexamples,Functions
ALTO153,ae_adl_functions2,animatedexamples,Functions
ALTO153,ae_adl_functions3,animatedexamples,Functions
ALTO153,ae_adl_recursion,animatedexamples,Functions
ALTO153,ps_python_list_iteration_zoo,parsons,Lists
ALTO153,ps_python_nested_lists_indexing,parsons,Lists
ALTO153,ae_adl_lists1,animatedexamples,Lists
ALTO153,ae_adl_lists2,animatedexamples,Lists
ALTO153,ae_adl_lists3,animatedexamples,Lists
ALTO153,ae_adl_findmax,animatedexamples,Lists
ALTO153,ps_python_string_indexing,parsons,strings
ALTO153,ae_adl_strings,animatedexamples,strings
ALTO153,ps_python_dict_keys,parsons,dictionary
ALTO153,ps_python_dict_values,parsons,dictionary
ALTO153,ps_python_list_to_dict,parsons,dictionary
ALTO153,ps_python_dict_filter,parsons,dictionary
ALTO153,ae_adl_dict1,animatedexamples,dictionary
ALTO153,ps_python_class_person,parsons,classes_objects
ALTO153,ae_adl_objects1,animatedexamples,classes_objects
ALTO153,ae_adl_objects2,animatedexamples,classes_objects
ALTO154,ps_hello,parsons,variables
ALTO154,ps_python_addition,parsons,variables
ALTO154,ae_adl_hello,animatedexamples,variables
ALTO154,ae_adl_variables,animatedexamples,variables
